Bénéficiaire,Adresse,Descriptif,Montant,Nom,Prénom,Département,Groupe,"Programme budgétaire",ID_Acteur
AFPFES,,Fonctionnement,1000.00,FENECH,Georges,Rhône,UMP,232-04,PA267591
"AFSA FOOT D'ARMENTIERES",,Fonctionnement,1000.00,MOUDENC,Jean-Luc,Haute-Garonne,UMP,219-01,PA606299
"AFSNI Haïfa","Ruth 28, 31 104 Haïfa, Israël","Acquérir de l’équipement médical et technique pour des adultes et enfants handicapés",5053.00,PAZNANSKI-BENHAMOU,Daphna,"Français établis hors de France",SRC,105-02,PA610954
AFTC,"""17, rue de la Convention 
25000 Besançon""","Défense des droits moraux et matériels des victimes de traumatismes crâniens",2000.00,ALAUZET,Eric,Doubs,ECOLO,157-04,PA605963
"AGEMLAM - Association Génération musicales de Lambersart",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Agence de mobilités du Nord-Isère",,Fonctionnement,2000.00,MOYNE-BRESSAND,Alain,Isère,UMP,203-15,PA2250
"Agence locale pour l'Economie (ALPE) ","2, Champ de Mars 05100 BRIANÇON","aide en ingénierie pour l’action de ALPE en faveur des  saisonniers et pluriactifs",6000.00,GIRAUD,Joël,Hautes-Alpes,RRDP,102-02,PA267336
"Agir au cœur de la Penne",,Fonctionnement,10000.00,DEFLESSELLES,Bernard,Bouches-du-Rhône,UMP,224-02,PA1029
"Agir ensemble",,"Actions familiales et éducatives",5000.00,DUMAS,Françoise,Gard,SRC,177-11,PA606202
"Agir pour apprendre","Lycée Professionnel Théodore Monot 18 rue de Brément 93130 Noisy-le-Sec","Visite éducative de l'Andalousie pour de jeunes lycéens",6000.00,BARTOLONE,Claude,Seine-Saint-Denis,SRC,141-07,PA381
"Agir pour l'Environnement","2, rue du Nord 75018 Paris","Organisation débats sur énergie",15000.00,"Groupe ECOLO",,"*(non rattaché à un département)",,217-01,NULL
"Agir pour nos Eglises",,Fonctionnement,1600.00,BARBIER,Jean-Pierre,Isère,UMP,224-02,PA606888
"Agir pour Saint Chef",,Fonctionnement,1000.00,MOYNE-BRESSAND,Alain,Isère,UMP,163-01,PA2250
Agisse,,Fonctionnement,1000.00,MEUNIER,Philippe,Rhône,UMP,134-02,PA334906
"AGM (Association Gymnique de Montredon)",,Fonctionnement,2000.00,TIAN,Dominique,Bouches-du-Rhône,UMP,219-01,PA2815
"Agneau fermier du Quercy",,"30 ans de l'Association",4500.00,"Groupe SRC",,"*(non rattaché à un département)",,154-14,NULL
"Agora FM",,Fonctionnement,2000.00,GINESY,Charles-Ange,Alpes-Maritimes,UMP,313-03,PA267680
"Agora Justice","""2 rue Salonique
29000 Quimper""",Fonctionnement,30000.00,URVOAS,Jean-Jacques,Finistère,SRC,101-03,PA331594
"AGPR (Agir Pour Réussir)",,"""Opération """"Give 1 Project""""""",6000.00,LEFEBVRE,Dominique,Val-d'Oise,SRC,224-02,PA610594
AGRENABA,,Fonctionnement,1000.00,JACOB,Christian,Seine-et-Marne,UMP,163-01,PA1695
"Agro Bio Périgord","""20, rue du Vélodrome 
24000 Périgueux""","Organiser offre en produits biologique en Bergeracois",7000.00,ALLAIN,Brigitte,Dordogne,ECOLO,206-08,PA605922
"AGV Lourmel",,Fonctionnement,1000.00,GOUJON,Philippe,Paris,UMP,219-01,PA1521
AHPPV,"""Maison des associations 
2, place de Stalingrad 
38500 Voiron""","Etude et conservation du patrimoine historique de Voiron et environs",2000.00,BONNETON,Michèle,Isère,ECOLO,224-02,PA606910
"AHSOL - Association Personnes Handicapées du Sud Ouest Lyonnais",,Fonctionnement,1000.00,FENECH,Georges,Rhône,UMP,157-01,PA267591
AHVES,"Madame la Présidente Dany Claude BALZER - A.H.V.E.S. - Maison des Associations - 2 A, Boulevard Olivier de Serres 21800  QUETIGNY","Achat de 4 fauteuils roulants manuels multisports",5000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,157-01,PA605830
"Aide à Domicile en Milieu Rural Sain Bel - Savigny",,Fonctionnement,5000.00,VERCHERE,Patrice,Rhône,UMP,157-05,PA334843
"Aide et action en Isère","""6, rue Berthe de Boissieux 
38000 Grenoble""","""Faire progresser la cause de """"l'éducation pour tous""""""",3000.00,BONNETON,Michèle,Isère,ECOLO,163-02,PA606910
"AIDE ET ACTION en Isère","""Maison des Associations 
6 rue Berthe de Boissieux  
38000 Grenoble""","Developpement de projets d'éducation au développement et à la solidarité",2000.00,VERAN,Olivier,Isère,SRC,102-02,PA642788
"Aide Humanitaire des Sapeurs Pompiers Grasse-Menton",,Fonctionnement,2000.00,GUIBAL,Jean-Claude,Alpes-Maritimes,UMP,128-02,PA1574
AIDES,,"Actions d'informations, d'accueil et de soutien concernant le VIH",3000.00,AUROI,Danielle,Puy-de-Dôme,ECOLO,204-14,PA608186
AIDES,"""AIDES, 
14, rue Scandicci - 
93500 Pantin""","Association de droit français",7000.00,CORONADO,Sergio,"Français établis hors de France",ECOLO,204-13,PA610860
AIDES,"""10, rue Marc-Antoine Petit
69002 Lyon""",Fonctionnement,5000.00,TOURAINE,Jean-Louis,Rhône,SRC,204-13,PA334768
"AIDES Gard","""24, rue Porte de France 
30000 Nîmes""","Soutien aux personnes touchées par VIH et information du public",3500.00,CAVARD,Christophe,Gard,ECOLO,204-13,PA606258
AIDIPHIS,,Fonctionnement,2000.00,RIESTER,Franck,Seine-et-Marne,UMP,177-12,PA335758
Aid'Oise,,Fonctionnement,17000.00,DEGAUCHY,Lucien,Oise,UMP,177-11,PA1031
AIFOMEJ,,Fonctionnement,1000.00,MOUDENC,Jean-Luc,Haute-Garonne,UMP,106-03,PA606299
"Aïkido Club du Vignoble",,Fonctionnement,1000.00,FURST,Laurent,Bas-Rhin,UMP,219-01,PA266774
"Aikido Cranves-Sales",,Fonctionnement,2000.00,DUBY-MULLER,Virginie,Haute-Savoie,UMP,219-01,PA608826
"Ail de la belle de mai","""33 rue jean Cristofol
13003 Marseille""",Fonctionnement,5000.00,MENNUCCI,Patrick,Bouches-du-Rhône,SRC,219-01,PA605426
"AIL Manissieux",,Fonctionnement,1000.00,MEUNIER,Philippe,Rhône,UMP,224-02,PA334906
"Ailes Argentanaises ","""BP 20115
61200 ARGENTAN""","Travaux et matériel pour la formation des jeunes (travaux locaux et réparation matériel) ",4000.00,GOASDOUE,Yves,Orne,SRC,163-04,PA608038
AIMA,"""Marie de Came
64520 Came""",Fonctionnement,10000.00,CAPDEVIELLE,Colette,Pyrénées-Atlantiques,SRC,163-01,PA608264
"Aime la vie","""Mme Colette NOVATIN
37, rue aux Fleurs
Centre Commercial Le Mérantais
78960 - Voisins le Bretonneux""","Activités extérieures pour les enfants",3000.00,PECRESSE,Valérie,Yvelines,UMP,157-01,PA267605
"Aimer lire",,Fonctionnement,1000.00,MEUNIER,Philippe,Rhône,UMP,334-01,PA334906
"Aimer lire en Haute Vallée de Chevreuse","""Mme Marie-Noëlle ROLLAND
40, rue de la Porte de Paris
78460 - Chevreuse""",Fonctionnement,3000.00,PECRESSE,Valérie,Yvelines,UMP,224-02,PA267605
"Ain Sud Foot",,Fonctionnement,1000.00,"DE LA VERPILLIERE",Charles,Ain,UMP,219-01,PA1012
"Ainés ruraux du tarn","""4 rue Justin Alibert
81000 ALBI""","Soutien à diverses actions",5000.00,VALAX,Jacques,Tarn,SRC,157-05,PA336112
Aires10,"""2, rue du Buisson Saint-Louis 
75010 Paris""",Fonctionnement,15000.00,DAGOMA,Seybah,Paris,SRC,177-11,PA608920
"AIS - Centre médical international","01 BP 4660 Ouagadougou. Burkina Faso","Projet d'amélioration du service des urgences.",4000.00,AMIRSHAHI,Pouria,"Français établis hors de France",SRC,151-01,PA610968
AITEC,"""AITEC 
21 ter, rue Voltaire 
75011 Paris""","Association de droit français",4000.00,CORONADO,Sergio,"Français établis hors de France",ECOLO,185-02,PA610860
"Aix en oeuvres","""Atelier Cézanne
9 Avenue Paul Cézanne
13090 AIX""",Fonctionnement,15000.00,CIOT,Jean-David,Bouches-du-Rhône,SRC,224-02,PA605557
AJC,,Fonctionnement,3000.00,BOYER,Valérie,Bouches-du-Rhône,UMP,224-02,PA330684
"AJC Carmaux",,Fonctionnement,3000.00,VALAX,Jacques,Tarn,SRC,163-04,PA336112
AJGE,,Fonctionnement,10000.00,MARIANI,Thierry,"Français établis hors de France",UMP,163-01,PA2073
AJMI,,"Développement de l'activité/réfection salle de concert",5000.00,FOURNIER-ARMAND,Michèle,Vaucluse,SRC,224-02,PA609691
AJN,"""13 rue de la Noue
93170 BAGNOLET""","Accompagnement en structure sportive et insertion",10000.00,HAMMADI,Razzy,Seine-Saint-Denis,SRC,219-01,PA610291
"AL Fayol Gaffard section billard",,Fonctionnement,1000.00,CINIERI,Dino,Loire,UMP,219-01,PA267429
"ALAK - Association Loisirs et Animations de Krautergersheim",,Fonctionnement,1000.00,FURST,Laurent,Bas-Rhin,UMP,224-02,PA266774
Alauda,,Fonctionnement,1000.00,MEUNIER,Philippe,Rhône,UMP,224-02,PA334906
"Albarine Foot Jeunes d'Ambutrix",,Fonctionnement,1000.00,"DE LA VERPILLIERE",Charles,Ain,UMP,219-01,PA1012
"ALBEU (Avenir Laic Bachut Etats Unis)","""3 rue Rochambeau
69008 LYON""",Fonctionnement,5000.00,TOURAINE,Jean-Louis,Rhône,SRC,219-01,PA334768
ALBG,,Fonctionnement,1500.00,KOSCIUSKO-MORIZET,Nathalie,Essonne,UMP,224-02,PA267628
"Alccol Assistance Haute Normandie","27300 BERNAY","Dépenses de fonctionnement",1500.00,"MORIN Hervé",,Eure,UDI,,PA2236
"ALCOOL ASSISTANCE","Centre Le Bournot BP 207                               07204 AUBENAS",Fonctionnement,2000.00,BUIS,Sabine,Ardèche,SRC,204-14,PA605261
"Alcool Assistance 29 - La Croix d'or","""17 rue Vis
29000 QUIMPER ""","Fonctionnement ",1500.00,"LE LOCH",Annick,Finistère,SRC,204-14,PA331658
"Alcool assistance de l'Hérault",""" 283, rue du pré aux Clercs - 
Central Park - Bt k1 
34090 Montpellier""","Aide et accompagnement des personnes en difficulté avec l'alcool",1200.00,ROUMÉGAS,Jean-Louis,Hérault,ECOLO,204-12,PA606545
"Alcool et assistance",,Fonctionnement,1500.00,UNTERMAIER,Cécile,Saône-et-Loire,SRC,204-11,PA608695
Alcor,,Fonctionnement,1000.00,PAISSON,Jean-Frédéric,Yvelines,UMP,214-01,PA345937
"ALDEBARAN - Création contemporaine","""2 rue du Cours complémentaire
34160 CASTRIES""",Fonctionnement,1000.00,"DOMBRE COSTE",Fanny,Hérault,SRC,131-02,PA606573
Aldebertus,,Fonctionnement,1000.00,CINIERI,Dino,Loire,UMP,224-02,PA267429
"Alerte Evron","""Complexe sportif
Promenade des Grands Prés
53600 Evron""","Organisation du centenaire de l'Alerte-Evron",1000.00,PICHOT,Sylvie,Mayenne,SRC,219-01,PA642844
"ALGM Basket","""64 rue Victor Lagrange
69007 Lyon""",Fonctionnement,5000.00,TOURAINE,Jean-Louis,Rhône,SRC,219-01,PA334768
"ALGM Omnisport","""100, route de Vienne
69372 Lyon Cédex 08""","Organisation d'une fête du sport dans le quartier de Gerland ",11000.00,BRAILLARD,Thierry,Rhône,RRDP,219-01,PA608495
"Allez Béziers - Passion d'un peuple",,Fonctionnement,1000.00,ABOUD,Élie,Hérault,UMP,163-01,PA267457
"Allez Beziers-Passion d'un peuple",,Fonctionnement,1000.00,ABOUD,Élie,Hérault,UMP,219-01,PA267457
"Allez les Filles",,Fonctionnement,5000.00,SCHNEIDER,André,Bas-Rhin,UMP,219-01,PA2707
"Alliance 33-Sud Bassin",,Fonctionnement,1000.00,FOULON,Yves,Gironde,UMP,157-05,PA606478
"Alliance des familles d'Uppsala (Suède)",,"Achat de fournitures scolaires",3000.00,LEMAIRE,Axelle,"Français établis hors de France",SRC,185-05,PA610873
"Alliance Française de Boston et Cambridge","53 Malborough Street, Boston, MA 02116-2099, Etats-Unis d'Amérique","Aide au développement du ciné-club",1000.00,NARASSIGUIN,Corinne,"Français établis hors de France",SRC,151-01,PA610850
"Alliance française de Chisinau",,Fonctionnement,20000.00,MARIANI,Thierry,"Français établis hors de France",UMP,185-02,PA2073
"Alliance française de Gainesville","P.O. Box 14318 Gainesville, FL, 32604 USA","""Projet éducatif """"La Gatronomie française à Gainesville""""""",1000.00,NARASSIGUIN,Corinne,"Français établis hors de France",SRC,151-01,PA610850
"Alliance française de Kuala Lumpur",,Fonctionnement,45000.00,MARIANI,Thierry,"Français établis hors de France",UMP,185-02,PA2073
"Alliance française de la Nouvelle-Orléans","1519 Jackson Avenue, New Orleans, La 70130, Etats-Unis d'Amérique","Création d'un plateau de radio en collaboration avec un dispositif de radios-libres local",5000.00,NARASSIGUIN,Corinne,"Français établis hors de France",SRC,151-01,PA610850
"Alliance Française de Lisbonne",,"Aide à l 'équipement pour l'ouverture d'une annexe de l'Alliance Française de Lisbonne pour donner des cours de français",15000.00,LEROY,Arnaud,"Français établis hors de France",SRC,151-01,PA610905
"Alliance française de Portland ","1425 SW 20th Avenue, Suite #102 Portland, OR 97201-2485","""Table ronde sur le thème """"Les américains et les français: les différences culturelles""""""",1000.00,NARASSIGUIN,Corinne,"Français établis hors de France",SRC,151-01,PA610850
"Alliance française de Puerto Rico","206 Cakke Rosario, San Juan PR 00911 - USA","Investissement pour la rénovation de deux salles de classes (et activités culturelles: festival de deux salles de classes, célébration du 14 juillet 2013)",6000.00,NARASSIGUIN,Corinne,"Français établis hors de France",SRC,151-01,PA610850
"Alliance française de San Francisco","""1345 Bush Street
San Francisco CA 94109""","Acquisition de matériel audiovisuel, en particulier de projecteur vidéo pour la salle théâtre",3000.00,NARASSIGUIN,Corinne,"Français établis hors de France",SRC,151-01,PA610850
"Alliance française de Seattle","4649 Sunnyside Avenue N 205, Seattle, WA 98103","Acquisition de Tableaux Blancs Interactifs pour les cours de Français Langue Etrangère",3000.00,NARASSIGUIN,Corinne,"Français établis hors de France",SRC,151-01,PA610850
"Alliance Goële Plaine de France 77",,Fonctionnement,2000.00,ALBARELLO,Yves,Seine-et-Marne,UMP,219-01,PA243
"Alliance Judo 54","M. Michel VOILLEMIN - 5, Rue de Nantes - 54 180 HEILLECOURT","Subvention au titre du fonctionnement de l'association",5000.00,FERON,Hervé,Meurthe-et-Moselle,SRC,219-01,PA333335
"Alliance Judo 59","""90 rue du Gauche pied 
59600 Maubeuge""","Fonctionnement ",1500.00,PAUVROS,Rémi,Nord,SRC,219-01,PA607769
"Alliance savinoise","La Savine - bat D1 - 99 bd de la Savine - 13015 Marseille",Fonctionnement,4000.00,JIBRAYEL,Henri,Bouches-du-Rhône,SRC,224-02,PA330613
"Alliance Sens Gymnastique ",,Fonctionnement,1000.00,FORT,Marie-Louise,Yonne,UMP,219-01,PA336576
"Alliance Sens Judo",,Fonctionnement,1000.00,FORT,Marie-Louise,Yonne,UMP,219-01,PA336576
"Allo stop Alcool",,Fonctionnement,1000.00,SADDIER,Martial,Haute-Savoie,UMP,204-14,PA267527
"ALM Basket",,Fonctionnement,2500.00,MEUNIER,Philippe,Rhône,UMP,219-01,PA334906
ALOJEC,,"""Achat de mobilier pour la résidence """"Le Noctile""""""",18500.00,MARTIN,Philippe,Gers,SRC,102-02,PA267278
Alphab'Aide,"""4, rue Léon Petit -
86100 Châtellerault""","Aider les personnes de langue et de culture étrangère dans leur accès à la langue française et aux codes de vie en France",1100.00,MASSONNEAU,Véronique,Vienne,ECOLO,102-02,PA609816
"ALR9 - Association Loisirs Retraites 9è",,"Voyages découverte pour les retraités du quartier de Vaise",11000.00,BRAILLARD,Thierry,Rhône,RRDP,163-01,PA608495
"ALSH La Cabane des Robinsons","""Mme Lucie PERGER
Mairie
1, place Marius Sarda
43200 - Lapte""","Matériel pour l'accueil de jeunes enfants",1000.00,WAUQUIEZ,Laurent,Haute-Loire,UMP,106-03,PA267285
Alter-médias,"""100, rue Charenton 
75012 Paris""","Création de nouveaux outils d'information",10000.00,"Groupe ECOLO",,"*(non rattaché à un département)",,180-02,NULL
Alternat,"""Chez M. Sapin 
60, rue des Lombards 
75001 Paris ""","Promotion de la solidarité, de la paix et du développement partagé",10000.00,SAS,Eva,Essonne,ECOLO,217-01,PA610002
Alternative,"106 rue de Barlin à Bruay-la-Buissière","Développement des activités en direction des personnes âgées",2500.00,JANQUIN,Serge,Pas-de-Calais,SRC,157-05,PA1710
"AMAP du pays de St Marcellin","""Chez M. Jurkiewicz Le Village 
38160 St Pierre de Chérenne""","Promotion et soutien agriculture locale respectueuse de l'environnement",1100.00,BONNETON,Michèle,Isère,ECOLO,217-01,PA606910
"AMAVIP Association de médiation et d'aide aux victimes d'infractions pénales ","""Maison de justice et du droit
1550 avenue du Général de Gaulle
71005 MACON """,Fonctionnement,10000.00,THÉVENOUD,Thomas,Saône-et-Loire,SRC,101-03,PA608672
"Ambarrois Tennis Club",,Fonctionnement,1000.00,ABAD,Damien,Ain,UMP,219-01,PA605036
"Amberieu Marathon",,Fonctionnement,1000.00,ABAD,Damien,Ain,UMP,219-01,PA605036
"Amberieu Natation",,Fonctionnement,1000.00,ABAD,Damien,Ain,UMP,219-01,PA605036
"Amberieu Rugby XV",,Fonctionnement,1400.00,ABAD,Damien,Ain,UMP,219-01,PA605036
"Ambition Cyclisme Femin'Ain",,Fonctionnement,1000.00,ABAD,Damien,Ain,UMP,219-01,PA605036
AMI,,Fonctionnement,1500.00,LEVY,Geneviève,Var,UMP,224-02,PA267378
"Amical Club Sportif de Saint Roch",,Fonctionnement,1000.00,CIOTTI,Eric,Alpes-Maritimes,UMP,219-01,PA330240
"Amicale ""Vivre en sérénité""",,"Organisation d'une rencontre citoyenne festive",5000.00,PAJON,Michel,Seine-Saint-Denis,SRC,163-01,PA2317
"Amicale Bel Air (Amicale de Locataires)",,Fonctionnement,1000.00,MESLOT,Damien,Territoire-de-Belfort,UMP,109-02,PA267327
"Amicale Body Building Club Foyal Didier ","""M. Boulangé 
Gama 4, n°155 morne coco (Didier) 
97200 Fort de France""",Fonctionnement,3000.00,LETCHIMY,Serge,Martinique,SRC,219-01,PA337483
"Amicale Boules Groissiat-Martignat",,Fonctionnement,1000.00,ABAD,Damien,Ain,UMP,219-01,PA605036
"Amicale Bouliste de Porticcio ",,Fonctionnement,2000.00,"de ROCCA SERRA",Camille,Corse-du-Sud,UMP,219-01,PA267689
"Amicale bouliste de Saint-Giniez",,Fonctionnement,1500.00,TIAN,Dominique,Bouches-du-Rhône,UMP,219-01,PA2815
"Amicale bouliste des arènes de Lutèce",,Fonctionnement,2000.00,FILLON,François,Paris,UMP,219-01,PA1310
"Amicale Bouliste Dromel",,Fonctionnement,1000.00,TEISSIER,Guy,Bouches-du-Rhône,UMP,219-01,PA2796
"Amicale CNL - Poissy Rénovation et Social",,Fonctionnement,2000.00,DOUILLET,David,Yvelines,UMP,109-02,PA422119
"Amicale Concorde",,Fonctionnement,1000.00,LAZARO,Thierry,Nord,UMP,163-01,PA1857
"Amicale cycliste bisontine","""11, chemin de Courvoisier 
25000 Besançon""","Promotion du cyclisme",2000.00,ALAUZET,Eric,Doubs,ECOLO,219-01,PA605963
"Amicale Cyclotourisme de la Banlieue est (ACBE)","""Chez J. MEGARD
Villa Henrianne
15, rue de Verdun
94170 - Le Perreux""",Fonctionnement,1000.00,CARREZ,Gilles,Val-de-Marne,UMP,219-01,PA746
"Amicale de Grandfontaine",,Fonctionnement,1000.00,FURST,Laurent,Bas-Rhin,UMP,232-04,PA266774
"Amicale de la Campagne Ripert",,Fonctionnement,1000.00,TEISSIER,Guy,Bouches-du-Rhône,UMP,224-02,PA2796
"Amicale de la Compagnie de Gendarmerie de Draguignan",,Fonctionnement,1000.00,"AUDIBERT TROIN",Olivier,Var,UMP,152-04,PA314
"AMICALE DE LA COTE PAVEE",,Fonctionnement,1000.00,MOUDENC,Jean-Luc,Haute-Garonne,UMP,157-05,PA606299
"Amicale de la pêche Algolsheim",,Fonctionnement,5000.00,STRAUMANN,Eric,Haut-Rhin,UMP,205-06,PA334654
"Amicale de la Police ",,Fonctionnement,1500.00,LETT,Céleste,Moselle,UMP,176-06,PA267057
"Amicale de la police municipale",,Fonctionnement,1000.00,TABAROT,Michèle,Alpes-Maritimes,UMP,176-06,PA267794
"Amicale de l'Ecole de Rosenwiller",,Fonctionnement,1000.00,FURST,Laurent,Bas-Rhin,UMP,214-01,PA266774
"Amicale de l'Harmonie Municipale de Phalempin",,Fonctionnement,1000.00,LAZARO,Thierry,Nord,UMP,224-02,PA1857
"Amicale de pêche Bielsbach de Zillisheim","""M. Patrick WOJDA, Président
3a, rue du Vignoble 
68720 ZILLISHEIM""",Fonctionnement,1000.00,GROSSKOST,Arlette,Haut-Rhin,UMP,219-01,PA267227
"Amicale de Pétanque des Anciens de Mozart",,Fonctionnement,1000.00,HERBILLON,Michel,Val-de-Marne,UMP,219-01,PA1630
"AMICALE DE RANGUEIL",,Fonctionnement,2000.00,MOUDENC,Jean-Luc,Haute-Garonne,UMP,147-01,PA606299
"Amicale des AC des Milles",,Fonctionnement,3000.00,KERT,Christian,Bouches-du-Rhône,UMP,169-03,PA1761
"Amicale des Amis de l'Ecrevisse",,Fonctionnement,1000.00,MESLOT,Damien,Territoire-de-Belfort,UMP,205-06,PA267327
"Amicale des anciens","78570 CHANTELOUP LES VIGNES","Dépenses de fonctionnement",1000.00,"RICHARD Arnaud ",,Yvelines,UDI,,PA345897
"Amicale des Anciens Chasseurs ""La Sidi Brahim""",,Fonctionnement,2000.00,FRANQUEVILLE,Christian,Vosges,SRC,113-07,PA1362
"Amicale des Anciens Coloniaux",,Fonctionnement,1500.00,SCHNEIDER,André,Bas-Rhin,UMP,169-03,PA2707
"Amicale des Anciens Combattants d'AFN",,Fonctionnement,1000.00,DUBOIS,Marianne,Loiret,UMP,169-03,PA342935
"Amicale des Anciens Eléves du Lycée et du Collège de Lorgues",,Fonctionnement,1000.00,COUVE,Jean-Michel,Var,UMP,139-04,PA951
"Amicale des anciens élus et conjoints de Saint-Georges","""2 chemin de Melat
38790 Saint-Georges d'Espéranche""","Aide à la production et diffusion d'un film d'époque",3000.00,BINET,Erwann,Isère,SRC,224-02,PA606899
"Amicale des Anciens Marins",,Fonctionnement,1000.00,DEGAUCHY,Lucien,Oise,UMP,169-03,PA1031
"Amicale des Anciens Marins et Marins Anciens Combattants de Sarreguemines et Environs",,Fonctionnement,1500.00,LETT,Céleste,Moselle,UMP,169-03,PA267057
"Amicale des Anciens Marins et Marins Anciens Combattants du Beauvaisis","""M. Patrice CARON
13, rue du Grand Pré
60 000 - Beauvais""",Fonctionnement,1000.00,MANCEL,Jean-François,Oise,UMP,167-02,PA2048
"Amicale des Anciens Résistants du canton de Gordes",,Fonctionnement,1000.00,AUBERT,Julien,Vaucluse,UMP,169-03,PA609726
"Amicale des Anciens Sapeurs Pompiers de Paris du Pas-de-Calais",,Fonctionnement,1000.00,FASQUELLE,Daniel,Pas-de-Calais,UMP,128-02,PA334149
"Amicale des chasseurs réunis de Rozet",,Fonctionnement,500.00,CINIERI,Dino,Loire,UMP,113-07,PA267429
"Amicale des commerçants détaillants et artisans de Neudorf","""2, rue de Thann
67100 STRASBOURG""",Fonctionnement,20000.00,BIES,Philippe,Bas-Rhin,SRC,134-02,PA608363
"Amicale des Conscrits Classes en 3",,Fonctionnement,1000.00,PERRUT,Bernard,Rhône,UMP,224-02,PA2377
"Amicale des Donneurs de Sang ","58, route de Tours - 36700 Châtillon sur Indre","Organisation du Congrès départemental",2000.00,CHANTEGUET,Jean-Paul,Indre,SRC,204-12,PA810
"Amicale des Donneurs de Sang Bénévoles de Besse",,Fonctionnement,1500.00,COUVE,Jean-Michel,Var,UMP,204-17,PA951
